article_id,source_file,title_raw,label_original,label_name,label_id,target_value,split,title_clean,raw_char_len,clean_char_len,raw_token_len,clean_token_len,clean_is_empty,duplicate_raw_title,duplicate_clean_title
raw_data.xlsx::10,raw_data.xlsx,"Chủ tịch khẳng định “Ai bỏ KBC sau này ôm hận”, vì đâu Dragon Capital vẫn mạnh tay chốt lãi?",2,neutral,1,0.0,train,Chủ_tịch khẳng_định Ai bỏ KBC sau_này ôm hận vì đâu Dragon_Capital vẫn mạnh_tay chốt lãi,92,88,20,15,False,False,False
raw_data.xlsx::11,raw_data.xlsx,Tiếp tục kéo dài thời hạn giảm giá dịch vụ chứng khoán đến hết năm 2021,3,positive,2,1.0,train,Tiếp_tục kéo_dài thời_hạn giảm_giá dịch_vụ chứng_khoán đến hết năm 2021,71,71,16,10,False,False,False
raw_data.xlsx::12,raw_data.xlsx,Nghe theo khuyến nghị mua cổ phiếu “tốt” vì sao vẫn thua lỗ nặng giữa uptrend?,2,neutral,1,0.0,train,Nghe theo khuyến_nghị mua cổ_phiếu tốt vì sao vẫn thua_lỗ nặng giữa uptrend,78,75,16,13,False,False,False
raw_data.xlsx::13,raw_data.xlsx,"Phiên 21/5: Khối ngoại tiếp tục bán ròng hơn 175 tỷ đồng, tập trung bán HPG",1,negative,0,-1.0,train,Phiên 21 5 Khối ngoại_tiếp tục bán ròng hơn 175 tỷ đồng tập_trung bán HPG,75,73,16,15,False,False,False
raw_data.xlsx::14,raw_data.xlsx,"BID trần, PLX tăng mạnh cuối phiên, VnIndex lên ngưỡng 1.284 điểm",3,positive,2,1.0,train,BID trần PLX tăng mạnh cuối phiên VnIndex lên ngưỡng 1 284 điểm,65,63,12,13,False,False,False
raw_data.xlsx::15,raw_data.xlsx,Vinamilk chuẩn bị chi 2.300 tỷ đồng trả cổ tức cho cổ đông,3,positive,2,1.0,train,Vinamilk chuẩn_bị chi 2 300 tỷ đồng trả cổ_tức cho cổ_đông,58,58,13,11,False,False,False
raw_data.xlsx::16,raw_data.xlsx,"Gilimex (GIL) bất ngờ trình phương án chào bán riêng lẻ 16,8 triệu cổ phiếu với giá 35.000 đồng/cp, bằng nửa giá thị trường",1,negative,0,-1.0,test,Gilimex_GIL bất_ngờ trình phương_án chào_bán riêng_lẻ 16 8 triệu cổ_phiếu với giá 35 000 đồng cp bằng nửa giá thị_trường,123,120,24,20,False,False,False
raw_data.xlsx::17,raw_data.xlsx,"Thanh khoản thị trường tăng mạnh, HoSE báo lãi kỷ lục 553 tỷ đồng trong năm 2020",3,positive,2,1.0,train,Thanh khoản thị_trường tăng mạnh HoSE báo lãi kỷ_lục 553 tỷ đồng trong năm 2020,80,79,17,15,False,False,False
raw_data.xlsx::18,raw_data.xlsx,Giấy Việt Trì (GVT) chốt danh sách cổ đông trả cổ tức bằng tiền tỷ lệ 35%,3,positive,2,1.0,train,Giấy_Việt_Trì_GVT chốt danh_sách cổ_đông trả cổ_tức bằng tiền tỷ_lệ 35,73,70,17,10,False,False,False
raw_data.xlsx::19,raw_data.xlsx,"Dược phẩm Imexpharm (IMP): Lợi nhuận quý 1/2021 đạt 42 tỷ đồng, chuẩn bị chia cổ tức bằng tiền tỷ lệ 15%",3,positive,2,1.0,train,Dược_phẩm Imexpharm_IMP_Lợi nhuận quý 1 2021 đạt 42 tỷ đồng chuẩn_bị chia cổ_tức bằng tiền tỷ_lệ 15,104,99,22,17,False,False,False
raw_data.xlsx::20,raw_data.xlsx,"Becamex IDC (BCM): Liên tiếp huy động 3.500 tỷ đồng trái phiếu, một phần sẽ dùng ""đảo"" nợ gốc lãi tại ngân hàng",1,negative,0,-1.0,train,Becamex_IDC_BCM_Liên tiếp huy_động 3 500 tỷ đồng trái_phiếu một phần sẽ dùng đảo_nợ gốc lãi tại ngân_hàng,111,105,23,17,False,False,False
raw_data.xlsx::21,raw_data.xlsx,"VC1, TID, DDV, TIX, CVT, AGG, GMD, DBT, ILA: Thông tin giao dịch lượng lớn cổ phiếu",2,neutral,1,0.0,train,VC1 TID DDV TIX CVT AGG GMD DBT ILA Thông_tin giao_dịch lượng lớn cổ_phiếu,83,74,17,14,False,False,False
raw_data.xlsx::22,raw_data.xlsx,"Vĩnh Hoàn (VHC): Doanh thu tháng 4/2021 đạt 800 tỷ đồng, các thị trường xuất khẩu đồng loạt tăng tốt",3,positive,2,1.0,val,Vĩnh_Hoàn_VHC_Doanh thu tháng 4 2021 đạt 800 tỷ đồng các thị_trường xuất_khẩu đồng_loạt tăng tốt,100,96,20,15,False,False,False
raw_data.xlsx::23,raw_data.xlsx,Lịch sự kiện và tin vắn chứng khoán ngày 21/5,2,neutral,1,0.0,train,Lịch_sự kiện và tin_vắn chứng_khoán ngày 21 5,45,45,10,8,False,False,False
raw_data.xlsx::24,raw_data.xlsx,Chứng khoán Bản Việt (VCI) chuẩn bị phát hành cổ phiếu thưởng tỷ lệ 1:1,3,positive,2,1.0,val,Chứng_khoán Bản Việt_VCI chuẩn_bị phát_hành cổ_phiếu thưởng tỷ_lệ 1 1,71,69,15,10,False,False,False
raw_data.xlsx::25,raw_data.xlsx,"Đầu tư Thành Thành Công đăng ký bán toàn bộ 54,5 triệu cổ phiếu Tổng công ty Tín Nghĩa (TID)",1,negative,0,-1.0,train,Đầu_tư Thành Thành_Công đăng_ký bán toàn_bộ 54 5 triệu cổ_phiếu Tổng_công_ty Tín_Nghĩa TID,92,90,20,13,False,False,False
raw_data.xlsx::26,raw_data.xlsx,"Cổ phiếu của công ty cung cấp sơn cho Hòa Phát, Hoa Sen tăng gần gấp đôi từ đầu năm",3,positive,2,1.0,train,Cổ_phiếu của công_ty cung_cấp sơn cho Hoà_Phát_Hoa_Sen tăng gần gấp đôi từ đầu năm,83,82,20,14,False,False,False
raw_data.xlsx::27,raw_data.xlsx,"VNM ETF sẽ thêm mới PDR, VCI, APH và HSG trong kỳ review quý 2?",2,neutral,1,0.0,train,VNM ETF sẽ thêm mới PDR VCI APH và HSG trong kỳ review quý 2,63,60,15,15,False,False,False
raw_data.xlsx::28,raw_data.xlsx,"VCBS Mobile: Trải nghiệm mới, thông minh và tiện lợi hơn trong giao dịch chứng khoán",3,positive,2,1.0,train,VCBS Mobile_Trải nghiệm mới thông_minh và tiện_lợi hơn trong giao_dịch chứng_khoán,84,82,16,11,False,False,False
raw_data.xlsx::29,raw_data.xlsx,"Mặc cho chỉ số Vndiamond tăng gần 3%, chứng chỉ Diamond ETF chỉ tăng vỏn vẹn 0,6% trong phiên 20/5",3,positive,2,1.0,test,Mặc cho chỉ_số Vndiamond tăng gần 3 chứng_chỉ Diamond_ETF chỉ tăng vỏn_vẹn 0 6 trong phiên 20 5,98,95,20,18,False,False,False
raw_data.xlsx::30,raw_data.xlsx,"VN30-Index vượt 1.400 điểm và bỏ xa VN-Index, tuy nhiên rủi ro dần tăng lên?",2,neutral,1,0.0,train,VN30 Index vượt 1 400 điểm và bỏ xa VN Index tuy_nhiên rủi_ro dần tăng lên,76,74,15,16,False,False,False
raw_data.xlsx::31,raw_data.xlsx,"Thị trường tăng mạnh, khối ngoại vẫn bán ròng hơn 500 tỷ đồng trong phiên 20/5",1,negative,0,-1.0,train,Thị_trường tăng mạnh khối ngoại vẫn bán ròng hơn 500 tỷ đồng trong phiên 20 5,78,77,16,16,False,False,False
raw_data.xlsx::32,raw_data.xlsx,SSI trở thành công ty chứng khoán đầu tiên vốn hóa 1 tỷ USD,3,positive,2,1.0,train,SSI trở_thành công_ty chứng_khoán đầu_tiên vốn hoá 1 tỷ USD,59,59,14,10,False,False,False
raw_data.xlsx::33,raw_data.xlsx,"Thị trường thăng hoa, nhiều cổ phiếu “tỷ đô” vẫn ngược dòng giảm trong 5 tháng đầu năm",1,negative,0,-1.0,train,Thị_trường thăng_hoa nhiều cổ_phiếu tỷ đô vẫn ngược dòng giảm trong 5 tháng đầu năm,86,83,18,15,False,False,False
raw_data.xlsx::34,raw_data.xlsx,"Cổ phiếu lao dốc không phanh, cổ đông muốn được ""bảo vệ"", Chủ tịch Coteccons nhắn nhủ: Kiên nhẫn sẽ hái quả ngọt!",1,negative,0,-1.0,train,Cổ_phiếu lao dốc không phanh cổ_đông muốn được bảo_vệ Chủ_tịch Coteccons nhắn_nhủ Kiên_nhẫn sẽ hái quả ngọt,113,107,23,17,False,False,False
raw_data.xlsx::35,raw_data.xlsx,"“Kéo” mạnh Bluechips trong phiên chiều, VN-Index bứt phá gần 16 điểm trong ngày đáo hạn phái sinh tháng 5",3,positive,2,1.0,train,Kéo mạnh Bluechips trong phiên chiều VN Index bứt_phá gần 16 điểm trong ngày đáo_hạn phái_sinh tháng 5,105,102,20,18,False,False,False
raw_data.xlsx::36,raw_data.xlsx,"Masan sẽ xem xét niêm yết The CrownX sau khi tích hợp kinh doanh giữa mảng tiêu dùng, chế biến thịt với hệ thống VinCommerce đạt kỳ vọng",2,neutral,1,0.0,test,Masan sẽ xem_xét niêm_yết The_CrownX sau khi tích_hợp kinh_doanh giữa mảng tiêu_dùng chế_biến thịt với hệ_thống VinCommerce đạt kỳ_vọng,136,135,28,19,False,False,False
raw_data.xlsx::37,raw_data.xlsx,"PNJ tăng hơn 95% lãi ròng sau 4 tháng lên mức 598 tỷ đồng, bán sỉ vàng miếng tăng trưởng mạnh đến 70%",3,positive,2,1.0,test,PNJ tăng hơn 95 lãi_ròng sau 4 tháng lên mức 598 tỷ đồng bán_sỉ vàng miếng tăng_trưởng mạnh đến 70,101,98,23,20,False,False,False
raw_data.xlsx::38,raw_data.xlsx,Lịch chốt quyền nhận cổ tức bằng tiền của 12 doanh nghiệp,3,positive,2,1.0,train,Lịch chốt quyền nhận cổ_tức bằng tiền của 12 doanh_nghiệp,57,57,12,10,False,False,False
raw_data.xlsx::39,raw_data.xlsx,"Tăng trần 11 phiên, Nguyễn Kim đăng ký bán 9 triệu cổ phần Angimex (AGM)",1,negative,0,-1.0,train,Tăng trần 11 phiên Nguyễn_Kim đăng_ký bán 9 triệu cổ_phần Angimex_AGM,72,69,15,11,False,False,False
raw_data.xlsx::40,raw_data.xlsx,Lịch sự kiện và tin vắn chứng khoán ngày 20/5,2,neutral,1,0.0,train,Lịch_sự kiện và tin_vắn chứng_khoán ngày 20 5,45,45,10,8,False,False,False
raw_data.xlsx::41,raw_data.xlsx,Tổng công ty thăm dò khai thác dầu khí (PVEP) đạt 8.800 tỷ doanh thu sau 4 tháng,3,positive,2,1.0,train,Tổng_công_ty thăm_dò khai_thác dầu_khí PVEP đạt 8 800 tỷ doanh_thu sau 4 tháng,80,78,18,13,False,False,False
raw_data.xlsx::42,raw_data.xlsx,"Kinh Bắc City (KBC) tiếp tục ""hút"" 1.000 tỷ trái phiếu trong quý 2/2021",3,positive,2,1.0,train,Kinh_Bắc_City_KBC tiếp_tục hút 1 000 tỷ trái_phiếu trong quý 2 2021,71,67,14,11,False,False,False
raw_data.xlsx::43,raw_data.xlsx,"Camimex (CMX) chào bán 30 triệu cổ phiếu cho cổ đông hiện hữu, tăng vốn điều lệ gấp đôi",3,positive,2,1.0,test,Camimex_CMX chào_bán 30 triệu cổ_phiếu cho cổ_đông hiện_hữu tăng vốn_điều_lệ gấp đôi,87,84,19,12,False,False,False
raw_data.xlsx::44,raw_data.xlsx,Petrolimex (PLX) dự chi gần 1.500 tỷ đồng trả cổ tức cho cổ đông,3,positive,2,1.0,train,Petrolimex_PLX dự_chi gần 1 500 tỷ đồng trả cổ_tức cho cổ_đông,64,62,14,11,False,False,False
raw_data.xlsx::45,raw_data.xlsx,"DBC, EVG, DXG, AGM, ST8, HAX, TIX, BKG, VC7, SD2, KSD, AAT, SVD, AMS, ANT, BSG, HCI, HVA: Thông tin giao dịch lượng lớn cổ phiếu",2,neutral,1,0.0,train,DBC EVG DXG AGM ST8 HAX TIX BKG VC7 SD2 KSD AAT SVD AMS ANT BSG HCI HVA Thông_tin giao_dịch lượng lớn cổ_phiếu,128,110,26,23,False,False,False
raw_data.xlsx::46,raw_data.xlsx,"VDSC: Hàng tồn tích luỹ mạnh, Thép Nam Kim (NKG) có thể đạt đỉnh lợi nhuận trong quý 2/2021",3,positive,2,1.0,train,VDSC Hàng tồn tích_luỹ mạnh Thép_Nam_Kim_NKG có_thể đạt đỉnh lợi_nhuận trong quý 2 2021,91,87,19,14,False,False,False
raw_data.xlsx::47,raw_data.xlsx,Khẩu vị quỹ tỷ đô Dragon Capital đang thay đổi như thế nào?,2,neutral,1,0.0,train,Khẩu_vị quỹ tỷ đô Dragon_Capital đang thay_đổi như_thế_nào,59,58,13,8,False,False,False
raw_data.xlsx::48,raw_data.xlsx,"Chứng khoán Tân Việt (TVSI) lên phương án phát hành tăng vốn cho cổ đông, nâng vốn điều lệ lên 2.700 tỷ đồng",3,positive,2,1.0,train,Chứng_khoán Tân_Việt_TVSI lên phương_án phát_hành tăng vốn cho cổ_đông nâng vốn_điều_lệ lên 2 700 tỷ đồng,108,105,23,16,False,False,False
raw_data.xlsx::49,raw_data.xlsx,"Trong khi VN-Index vẫn “loay hoay”, VN30 Index đã vượt 1.400 điểm, xác lập đỉnh cao mới",3,positive,2,1.0,train,Trong khi VN Index vẫn loay_hoay VN30 Index đã vượt 1 400 điểm xác_lập đỉnh_cao mới,87,83,17,16,False,False,False
raw_data.xlsx::50,raw_data.xlsx,Xây dựng Hoà Bình (HBC): Vừa trúng thầu trị giá 2.100 tỷ đồng dự án của Ecopark và Sun Group,3,positive,2,1.0,train,Xây_dựng Hoà_Bình HBC Vừa trúng_thầu trị_giá 2 100 tỷ đồng dự_án của Ecopark và Sun_Group,92,89,20,15,False,False,False
raw_data.xlsx::51,raw_data.xlsx,THACO bị hủy công ty đại chúng theo quy định của Luật Chứng khoán mới,1,negative,0,-1.0,train,THACO bị huỷ công_ty đại_chúng theo quy_định của Luật Chứng_khoán mới,69,69,15,11,False,False,False
raw_data.xlsx::52,raw_data.xlsx,"Thị trường tăng mạnh, khối ngoại vẫn bán ròng hơn 250 tỷ đồng trong phiên 19/5",1,negative,0,-1.0,train,Thị_trường tăng mạnh khối ngoại vẫn bán ròng hơn 250 tỷ đồng trong phiên 19 5,78,77,16,16,False,False,False
raw_data.xlsx::53,raw_data.xlsx,"VCI, PDR và HSG sẽ lọt rổ ETFs trong kỳ review tháng 6?",2,neutral,1,0.0,train,VCI PDR và HSG sẽ lọt rổ ETFs trong kỳ review tháng 6,55,53,13,13,False,False,False
raw_data.xlsx::54,raw_data.xlsx,"VN30-Index vượt ngưỡng 1.400 điểm, hàng loạt cổ phiếu bluechips tăng nóng",3,positive,2,1.0,train,VN30 Index vượt ngưỡng 1 400 điểm hàng_loạt cổ_phiếu bluechips tăng nóng,73,72,12,12,False,False,False
raw_data.xlsx::55,raw_data.xlsx,"An Phát Holding (APH) vừa mua thêm 32,2 triệu cổ phiếu AAA của Nhựa An Phát Xanh",3,positive,2,1.0,train,An_Phát_Holding_APH vừa mua thêm 32 2 triệu cổ_phiếu AAA của Nhựa_An_Phát_Xanh,80,78,17,11,False,False,False
raw_data.xlsx::56,raw_data.xlsx,Vinare (VNR) triển khai phương án phát hành 19 triệu cổ phiếu thưởng,3,positive,2,1.0,train,Vinare_VNR triển_khai phương_án phát_hành 19 triệu cổ_phiếu thưởng,68,66,13,8,False,False,False
raw_data.xlsx::57,raw_data.xlsx,M&A đang dần “trỗi dậy”,3,positive,2,1.0,train,M A đang dần trỗi dậy,23,21,5,6,False,False,False
raw_data.xlsx::58,raw_data.xlsx,Nhiệt điện Hải Phòng (HND) chi tiếp 360 tỷ đồng trả cổ tức đợt 3/2020,3,positive,2,1.0,train,Nhiệt_điện Hải_Phòng HND chi tiếp 360 tỷ đồng trả cổ_tức đợt 3 2020,69,67,15,13,False,False,False
raw_data.xlsx::59,raw_data.xlsx,KIS tăng vốn thông qua chào bán cổ phần cho cổ đông năm 2021,3,positive,2,1.0,train,KIS tăng vốn thông_qua chào_bán cổ_phần cho cổ_đông năm 2021,60,60,14,10,False,False,False
raw_data.xlsx::60,raw_data.xlsx,"Chứng khoán thăng hoa, ít nhất 100 người đã sở hữu lượng cổ phiếu trên 1.000 tỷ đồng: Tập trung chủ yếu vào VPB, TCB và Hòa Phát",3,positive,2,1.0,val,Chứng_khoán thăng_hoa ít_nhất 100 người đã sở_hữu lượng cổ_phiếu trên 1 000 tỷ đồng Tập_trung chủ_yếu vào VPB TCB và Hoà_Phát,128,125,28,21,False,False,False
raw_data.xlsx::61,raw_data.xlsx,DIC Corp (DIG) triển khai phương án chào bán riêng lẻ 75 triệu cổ phiếu,1,negative,0,-1.0,train,DIC Corp_DIG triển_khai phương_án chào_bán riêng_lẻ 75 triệu cổ_phiếu,71,69,15,9,False,False,False
raw_data.xlsx::62,raw_data.xlsx,Với 200 triệu đồng có nên đầu tư chứng khoán?,2,neutral,1,0.0,train,Với 200 triệu đồng có nên đầu_tư chứng_khoán,45,44,10,8,False,False,False
raw_data.xlsx::63,raw_data.xlsx,Khang Điền thông qua phương án phát hành 56 triệu cổ phiếu trả cổ tức,3,positive,2,1.0,val,Khang_Điền thông_qua phương_án phát_hành 56 triệu cổ_phiếu trả cổ_tức,69,69,15,9,False,False,False
raw_data.xlsx::64,raw_data.xlsx,"Tư duy đầu tư của ""Hoa hậu chứng khoán"" Mai Phương Thúy: Nếu mất ngủ vì 10 triệu đồng thì làm sao kiếm được 20 triệu!",2,neutral,1,0.0,train,Tư_duy đầu_tư của Hoa_hậu chứng_khoán Mai_Phương_Thuý_Nếu mất_ngủ vì 10 triệu đồng thì làm_sao kiếm được 20 triệu,117,113,26,17,False,False,False
raw_data.xlsx::65,raw_data.xlsx,"Petrolimex (PLX): Đại gia xăng dầu Nhật ENEOS Corporation tiếp tục mua 25 triệu cổ phiếu, sắp trở thành cổ đông lớn",3,positive,2,1.0,test,Petrolimex_PLX_Đại_gia xăng_dầu Nhật_ENEOS_Corporation tiếp_tục mua 25 triệu cổ_phiếu sắp trở_thành cổ_đông lớn,115,111,22,12,False,False,False
raw_data.xlsx::66,raw_data.xlsx,Lịch chốt quyền nhận cổ tức bằng tiền của 13 doanh nghiệp,3,positive,2,1.0,train,Lịch chốt quyền nhận cổ_tức bằng tiền của 13 doanh_nghiệp,57,57,12,10,False,False,False
raw_data.xlsx::67,raw_data.xlsx,"IDC, IDJ, HCM, PLX, MIG, TLH, BNA, BSC, SVD, BII, TGG, VC7, VCC, AAV, VRG, HHV, SDP, TIX, VPR, XMC: Thông tin giao dịch lượng lớn cổ phiếu",2,neutral,1,0.0,train,IDC IDJ HCM PLX MIG TLH BNA BSC SVD BII TGG VC7 VCC AAV VRG HHV SDP TIX VPR XMC Thông_tin giao_dịch lượng lớn cổ_phiếu,138,118,28,25,False,False,False
raw_data.xlsx::68,raw_data.xlsx,Vinamilk (VNM): Giám đốc điều hành Marketing Phan Minh Tiên từ nhiệm,1,negative,0,-1.0,train,Vinamilk_VNM_Giám đốc điều_hành Marketing_Phan_Minh_Tiên từ_nhiệm,68,65,12,5,False,False,False
raw_data.xlsx::69,raw_data.xlsx,"Coteccons (CTD): Liên tục giảm, cổ phiếu đã ""phá đáy"" tháng 10/2020",1,negative,0,-1.0,train,Coteccons_CTD_Liên tục giảm cổ_phiếu đã phá đáy tháng 10 2020,67,61,12,10,False,False,False
raw_data.xlsx::70,raw_data.xlsx,Những doanh nghiệp lãi bùng nổ ngay trong quý 1,3,positive,2,1.0,train,Những doanh_nghiệp lãi bùng_nổ ngay trong quý 1,47,47,10,8,False,False,False
raw_data.xlsx::71,raw_data.xlsx,Lịch sự kiện và tin vắn chứng khoán ngày 19/5,2,neutral,1,0.0,train,Lịch_sự kiện và tin_vắn chứng_khoán ngày 19 5,45,45,10,8,False,False,False
raw_data.xlsx::72,raw_data.xlsx,"Hủy đăng ký công ty đại chúng, Ô tô Trường Hải (Thaco) sẽ không còn công khai các số liệu tài chính",1,negative,0,-1.0,train,Huỷ đăng_ký công_ty đại_chúng Ô_tô Trường Hải_Thaco sẽ không còn công_khai các số_liệu tài_chính,99,96,22,14,False,False,False
raw_data.xlsx::73,raw_data.xlsx,"Sau Dragon Capital, đến lượt VinaCapital muốn thoái vốn khỏi KDH",1,negative,0,-1.0,test,Sau Dragon_Capital đến lượt VinaCapital muốn thoái vốn khỏi KDH,64,63,11,10,False,False,False
raw_data.xlsx::74,raw_data.xlsx,Khối ngoại tiếp tục bán ròng gần 630 tỷ đồng trong phiên 18/5,1,negative,0,-1.0,train,Khối ngoại_tiếp tục bán ròng gần 630 tỷ đồng trong phiên 18 5,61,61,13,13,False,False,False
raw_data.xlsx::75,raw_data.xlsx,"Bứt phá mạnh trong quý 1, đà tăng trưởng của Traphaco liệu còn tiếp diễn?",2,neutral,1,0.0,train,Bứt_phá mạnh trong quý 1 đà tăng_trưởng của Traphaco liệu còn tiếp_diễn,73,71,15,12,False,False,False
raw_data.xlsx::76,raw_data.xlsx,Thuduc House (TDH): Khoản phải tạm nộp 396 tỷ đồng truy thu thuế vẫn đang đánh giá và sẽ điều chỉnh khi có quyết định sau cùng,2,neutral,1,0.0,train,Thuduc_House_TDH_Khoản phải tạm nộp 396 tỷ đồng truy_thu thuế vẫn đang đánh_giá và sẽ điều_chỉnh khi có quyết_định sau_cùng,126,123,27,19,False,False,False
raw_data.xlsx::77,raw_data.xlsx,Giải pháp tiết kiệm chi phí tối ưu cho nhà đầu tư giao dịch chứng khoán chủ động,2,neutral,1,0.0,train,Giải_pháp tiết_kiệm chi_phí tối_ưu cho nhà_đầu_tư giao_dịch chứng_khoán chủ_động,80,80,18,9,False,False,False
raw_data.xlsx::78,raw_data.xlsx,"Áp lực điều chỉnh gia tăng, VN-Index về sát mốc 1.250 điểm",1,negative,0,-1.0,train,Áp_lực điều_chỉnh gia_tăng VN Index về sát mốc 1 250 điểm,58,57,12,11,False,False,False
raw_data.xlsx::79,raw_data.xlsx,"Alibaba và Baring đầu tư 400 triệu USD vào The CrownX của Masan, định giá 7,3 tỷ USD",3,positive,2,1.0,train,Alibaba và Baring đầu_tư 400 triệu USD vào The_CrownX của Masan định_giá 7 3 tỷ USD,84,83,18,16,False,False,False
raw_data.xlsx::80,raw_data.xlsx,"Loạt cổ phiếu tăng mạnh, có những cổ phiếu tăng gấp 6 lần chỉ trong vòng 1 tháng",3,positive,2,1.0,train,Loạt cổ_phiếu tăng mạnh có những cổ_phiếu tăng gấp 6 lần chỉ trong vòng 1 tháng,80,79,18,16,False,False,False
raw_data.xlsx::81,raw_data.xlsx,"CC1 giảm mạnh, Công ty Tuấn Lộc vẫn quyết đăng ký bán hết gần 21 triệu cổ phiếu",1,negative,0,-1.0,train,CC1 giảm mạnh Công_ty Tuấn_Lộc vẫn quyết đăng_ký bán hết gần 21 triệu cổ_phiếu,79,78,18,14,False,False,False
raw_data.xlsx::82,raw_data.xlsx,Gelex (GEX) tiếp tục thông qua việc huy động thêm 300 tỷ trái phiếu trong năm 2021,1,negative,0,-1.0,train,Gelex_GEX tiếp_tục thông_qua việc huy_động thêm 300 tỷ trái_phiếu trong năm 2021,82,80,17,12,False,False,False
raw_data.xlsx::83,raw_data.xlsx,Cao su Đồng Phú (DPR) đưa gần 3 triệu cổ phiếu quỹ ra bán,1,negative,0,-1.0,train,Cao_su Đồng_Phú_DPR đưa gần 3 triệu cổ_phiếu quỹ ra bán,57,55,14,10,False,False,False
raw_data.xlsx::84,raw_data.xlsx,FPT chốt danh sách cổ đông phát hành 118 triệu cổ phiếu trả cổ tức,3,positive,2,1.0,train,FPT chốt danh_sách cổ_đông phát_hành 118 triệu cổ_phiếu trả cổ_tức,66,66,15,10,False,False,False
raw_data.xlsx::85,raw_data.xlsx,Lịch sự kiện và tin vắn chứng khoán ngày 18/5,2,neutral,1,0.0,test,Lịch_sự kiện và tin_vắn chứng_khoán ngày 18 5,45,45,10,8,False,False,False
raw_data.xlsx::86,raw_data.xlsx,Lịch chốt quyền nhận cổ tức bằng tiền của 15 doanh nghiệp,3,positive,2,1.0,val,Lịch chốt quyền nhận cổ_tức bằng tiền của 15 doanh_nghiệp,57,57,12,10,False,True,True
raw_data.xlsx::87,raw_data.xlsx,"Lãnh đạo đẩy mạnh ""gom"", cổ phiếu Cotana (CSC) lên đỉnh lịch sử",3,positive,2,1.0,train,Lãnh_đạo đẩy_mạnh gom cổ_phiếu Cotana_CSC lên đỉnh lịch_sử,63,58,13,8,False,False,False
